# system info final_fpga_tb on 2013.12.01.15:44:52
system_info:
name,value
DEVICE,EP2C35F672C6
DEVICE_FAMILY,Cyclone II
GENERATION_ID,1385930606
#
#
# Files generated for final_fpga_tb on 2013.12.01.15:44:52
files:
filepath,kind,attributes,module,is_top
testbench/final_fpga_tb/simulation/final_fpga_tb.vhd,VHDL,,final_fpga_tb,true
testbench/final_fpga_tb/simulation/submodules/final_fpga.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu_jtag_debug_module_translator_avalon_universal_slave_0_agent.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_new_sdram_controller_0_s1_translator_avalon_universal_slave_0_agent.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_width_adapter.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_width_adapter_002.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu_data_master_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu_instruction_master_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_grab_if_0_avalon_master_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_dma_engine_0_avalon_master_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu_jtag_debug_module_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_onchip_mem_s1_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_jtag_uart_avalon_jtag_slave_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_sys_clk_timer_s1_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_sysid_control_slave_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_new_sdram_controller_0_s1_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_regfile_final_0_avalon_slave_0_translator.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu_data_master_translator_avalon_universal_master_0_agent.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_grab_if_0_avalon_master_translator_avalon_universal_master_0_agent.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_dma_engine_0_avalon_master_translator_avalon_universal_master_0_agent.vhd,VHDL,,final_fpga,false
testbench/final_fpga_tb/simulation/submodules/altera_avalon_clock_source.vhd,VHDL,,altera_avalon_clock_source,false
testbench/final_fpga_tb/simulation/submodules/altera_avalon_reset_source.vhd,VHDL,,altera_avalon_reset_source,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_onchip_mem.hex,HEX,,final_fpga_onchip_mem,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_onchip_mem.vhd,VHDL,,final_fpga_onchip_mem,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu.ocp,OTHER,,final_fpga_cpu,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu.sdc,SDC,,final_fpga_cpu,false
testbench/final_fpga_tb/simulation/submodules/final_fpga_cpu.vhd,VHDL_ENCRYPT,,final_fpga_cpu,false
